createDate_date,dateScanned_date,finishedDate_date,modifyDate_date,pointsAwardedDate_date,purchaseDate_date
1604089079000,1604089079000,,1609687494000,1604089080000.0,1604002679000.0
1609687474000,1609687474000,1609687475000.0,1609687475000,1609687475000.0,1612365875000.0
1609687529000,1609687529000,,1609687529000,,
1609687529000,1609687529000,,1609687529000,,
1609687519000,1609687519000,1609687520000.0,1609687525000,1609687519000.0,1609601119000.0
1609687519000,1609687519000,1609687520000.0,1609687525000,1609687519000.0,1609601119000.0
1609687476000,1609687476000,,1609687477000,1609687476000.0,1609601076000.0
1609687476000,1609687476000,,1609687477000,1609687476000.0,1609601076000.0
1609687476000,1609687476000,,1609687477000,1609687476000.0,1609601076000.0
1609687476000,1609687476000,,1609687477000,1609687476000.0,1609601076000.0
1609687476000,1609687476000,,1609687477000,1609687476000.0,1609601076000.0
1609687476000,1609687476000,,1609687477000,1609687476000.0,1609601076000.0
1609687476000,1609687476000,,1609687477000,1609687476000.0,1609601076000.0
1609687476000,1609687476000,,1609687477000,1609687476000.0,1609601076000.0
1609687476000,1609687476000,,1609687477000,1609687476000.0,1609601076000.0
1609687476000,1609687476000,,1609687477000,1609687476000.0,1609601076000.0
1609687476000,1609687476000,,1609687477000,1609687476000.0,1609601076000.0
1609687531000,1609687531000,1609687532000.0,1609687536000,1609687532000.0,1609632000000.0
1609687496000,1609687496000,1609687502000.0,1609687502000,1609687496000.0,1609601096000.0
1609687496000,1609687496000,1609687502000.0,1609687502000,1609687496000.0,1609601096000.0
1604089081000,1604089081000,1609688395000.0,1609688395000,1609688395000.0,1604002681000.0
1604089081000,1604089081000,1609688395000.0,1609688395000,1609688395000.0,1604002681000.0
1604089081000,1604089081000,1609688395000.0,1609688395000,1609688395000.0,1604002681000.0
1604089081000,1604089081000,1609688395000.0,1609688395000,1609688395000.0,1604002681000.0
1604089081000,1604089081000,1609688395000.0,1609688395000,1609688395000.0,1604002681000.0
1609687446000,1609687446000,1609687450000.0,1609687450000,1609687450000.0,1609601046000.0
1609687532000,1609687532000,1609687532000.0,1609687537000,1609687532000.0,1609632000000.0
1609687511000,1609687511000,1609687512000.0,1609687512000,1609687512000.0,1609601111000.0
1609687511000,1609687511000,1609687512000.0,1609687512000,1609687512000.0,1609601111000.0
1609687494000,1609687494000,1609687499000.0,1609687499000,1609687494000.0,1609601094000.0
1609687494000,1609687494000,1609687499000.0,1609687499000,1609687494000.0,1609601094000.0
1609687534000,1609687534000,1609687535000.0,1609687540000,1609687535000.0,1609632000000.0
1609687503000,1609687503000,1609687509000.0,1609687509000,1609687503000.0,1609601103000.0
1609687503000,1609687503000,1609687509000.0,1609687509000,1609687503000.0,1609601103000.0
1609687521000,1609687521000,1609687521000.0,1609687526000,1609687521000.0,1609601121000.0
1609687508000,1609687508000,,1609687508000,,1509321600000.0
1609687508000,1609687508000,,1609687508000,,1509321600000.0
1609687534000,1609687534000,1609687534000.0,1609687539000,1609687534000.0,1609632000000.0
1609789699000,1609789699000,1609789700000.0,1609789700000,1609789700000.0,1608422400000.0
1609789699000,1609789699000,1609789700000.0,1609789700000,1609789700000.0,1608422400000.0
1609789699000,1609789699000,1609789700000.0,1609789700000,1609789700000.0,1608422400000.0
1609789699000,1609789699000,1609789700000.0,1609789700000,1609789700000.0,1608422400000.0
1609789699000,1609789699000,1609789700000.0,1609789700000,1609789700000.0,1608422400000.0
1609789699000,1609789699000,1609789700000.0,1609789700000,1609789700000.0,1608422400000.0
1609789699000,1609789699000,1609789700000.0,1609789700000,1609789700000.0,1608422400000.0
1609789699000,1609789699000,1609789700000.0,1609789700000,1609789700000.0,1608422400000.0
1609789699000,1609789699000,1609789700000.0,1609789700000,1609789700000.0,1608422400000.0
1609789699000,1609789699000,1609789700000.0,1609789700000,1609789700000.0,1608422400000.0
1609788876000,1609788876000,1609788876000.0,1609788876000,1609788876000.0,1609788876000.0
1609788533000,1609788533000,1609788534000.0,1609788534000,1609788534000.0,1609702133000.0
1609788533000,1609788533000,1609788534000.0,1609788534000,1609788534000.0,1609702133000.0
1609788533000,1609788533000,1609788534000.0,1609788534000,1609788534000.0,1609702133000.0
1609788533000,1609788533000,1609788534000.0,1609788534000,1609788534000.0,1609702133000.0
1609788533000,1609788533000,1609788534000.0,1609788534000,1609788534000.0,1609702133000.0
1609788533000,1609788533000,1609788534000.0,1609788534000,1609788534000.0,1609702133000.0
1609788533000,1609788533000,1609788534000.0,1609788534000,1609788534000.0,1609702133000.0
1609788533000,1609788533000,1609788534000.0,1609788534000,1609788534000.0,1609702133000.0
1609788533000,1609788533000,1609788534000.0,1609788534000,1609788534000.0,1609702133000.0
1609788806000,1609788806000,1609788806000.0,1609788806000,1609788806000.0,1609702406000.0
1609788831000,1609788831000,1609788831000.0,1609788831000,1609788831000.0,1608406431000.0
1609788123000,1609788123000,1609788124000.0,1609788124000,1609788124000.0,1609308000000.0
1609788123000,1609788123000,1609788124000.0,1609788124000,1609788124000.0,1609308000000.0
1609788123000,1609788123000,1609788124000.0,1609788124000,1609788124000.0,1609308000000.0
1609788123000,1609788123000,1609788124000.0,1609788124000,1609788124000.0,1609308000000.0
1609788123000,1609788123000,1609788124000.0,1609788124000,1609788124000.0,1609308000000.0
1609788832000,1609788832000,1609788832000.0,1609788832000,1609788832000.0,1609702432000.0
1609788868000,1609788868000,1609788868000.0,1609788868000,1609788868000.0,1609702468000.0
1609788868000,1609788868000,1609788868000.0,1609788868000,1609788868000.0,1609702468000.0
1609788868000,1609788868000,1609788868000.0,1609788868000,1609788868000.0,1609702468000.0
1609788868000,1609788868000,1609788868000.0,1609788868000,1609788868000.0,1609702468000.0
1609788868000,1609788868000,1609788868000.0,1609788868000,1609788868000.0,1609702468000.0
1609788868000,1609788868000,1609788868000.0,1609788868000,1609788868000.0,1609702468000.0
1609788868000,1609788868000,1609788868000.0,1609788868000,1609788868000.0,1609702468000.0
1609788868000,1609788868000,1609788868000.0,1609788868000,1609788868000.0,1609702468000.0
1609788868000,1609788868000,1609788868000.0,1609788868000,1609788868000.0,1609702468000.0
1609789707000,1609789707000,1609789708000.0,1609789708000,1609789708000.0,1609703307000.0
1609789707000,1609789707000,1609789708000.0,1609789708000,1609789708000.0,1609703307000.0
1609789707000,1609789707000,1609789708000.0,1609789708000,1609789708000.0,1609703307000.0
1609789707000,1609789707000,1609789708000.0,1609789708000,1609789708000.0,1609703307000.0
1609789707000,1609789707000,1609789708000.0,1609789708000,1609789708000.0,1609703307000.0
1609789707000,1609789707000,1609789708000.0,1609789708000,1609789708000.0,1609703307000.0
1609789707000,1609789707000,1609789708000.0,1609789708000,1609789708000.0,1609703307000.0
1609789707000,1609789707000,1609789708000.0,1609789708000,1609789708000.0,1609703307000.0
1609789707000,1609789707000,1609789708000.0,1609789708000,1609789708000.0,1609703307000.0
1609788792000,1609788792000,1609788794000.0,1609788794000,1609788794000.0,1609788792000.0
1609789761000,1609789761000,1609789761000.0,1609789761000,1609789761000.0,1609703361000.0
1609788555000,1609788555000,1609788557000.0,1609788557000,1609788557000.0,1609702155000.0
1609788501000,1609788501000,1609788501000.0,1609788501000,1609788501000.0,1609480800000.0
1609788501000,1609788501000,1609788501000.0,1609788501000,1609788501000.0,1609480800000.0
1609788501000,1609788501000,1609788501000.0,1609788501000,1609788501000.0,1609480800000.0
1609788501000,1609788501000,1609788501000.0,1609788501000,1609788501000.0,1609480800000.0
1609788501000,1609788501000,1609788501000.0,1609788501000,1609788501000.0,1609480800000.0
1609788107000,1609788107000,1609788108000.0,1609788108000,1609788108000.0,1609701707000.0
1609788107000,1609788107000,1609788108000.0,1609788108000,1609788108000.0,1609701707000.0
1609788107000,1609788107000,1609788108000.0,1609788108000,1609788108000.0,1609701707000.0
1609788107000,1609788107000,1609788108000.0,1609788108000,1609788108000.0,1609701707000.0
1609788107000,1609788107000,1609788108000.0,1609788108000,1609788108000.0,1609701707000.0
1609788107000,1609788107000,1609788108000.0,1609788108000,1609788108000.0,1609701707000.0
1609788107000,1609788107000,1609788108000.0,1609788108000,1609788108000.0,1609701707000.0
1609788107000,1609788107000,1609788108000.0,1609788108000,1609788108000.0,1609701707000.0
1609788107000,1609788107000,1609788108000.0,1609788108000,1609788108000.0,1609701707000.0
1609789765000,1609789765000,1609789766000.0,1609789766000,1609789766000.0,1608789600000.0
1609789765000,1609789765000,1609789766000.0,1609789766000,1609789766000.0,1608789600000.0
1609789765000,1609789765000,1609789766000.0,1609789766000,1609789766000.0,1608789600000.0
1609789765000,1609789765000,1609789766000.0,1609789766000,1609789766000.0,1608789600000.0
1609789765000,1609789765000,1609789766000.0,1609789766000,1609789766000.0,1608789600000.0
1609788829000,1609788829000,1609788829000.0,1609788829000,1609788829000.0,1609480800000.0
1609788829000,1609788829000,1609788829000.0,1609788829000,1609788829000.0,1609480800000.0
1609788829000,1609788829000,1609788829000.0,1609788829000,1609788829000.0,1609480800000.0
1609788829000,1609788829000,1609788829000.0,1609788829000,1609788829000.0,1609480800000.0
1609788829000,1609788829000,1609788829000.0,1609788829000,1609788829000.0,1609480800000.0
1609788505000,1609788505000,1609788505000.0,1609788505000,1609788505000.0,1609308000000.0
1609788505000,1609788505000,1609788505000.0,1609788505000,1609788505000.0,1609308000000.0
1609788505000,1609788505000,1609788505000.0,1609788505000,1609788505000.0,1609308000000.0
1609788505000,1609788505000,1609788505000.0,1609788505000,1609788505000.0,1609308000000.0
1609788505000,1609788505000,1609788505000.0,1609788505000,1609788505000.0,1609308000000.0
1609735138000,1609735138000,1609735146000.0,1609735149000,1609735146000.0,1609632000000.0
1609777519000,1609777519000,1609777519000.0,1609777519000,1609777519000.0,1609718400000.0
1609788525000,1609788525000,1609788525000.0,1609788525000,1609788525000.0,1609702125000.0
1609788525000,1609788525000,1609788525000.0,1609788525000,1609788525000.0,1609702125000.0
1609788525000,1609788525000,1609788525000.0,1609788525000,1609788525000.0,1609702125000.0
1609788525000,1609788525000,1609788525000.0,1609788525000,1609788525000.0,1609702125000.0
1609788035000,1609788035000,1609788036000.0,1609788036000,1609788036000.0,1608405635000.0
1609788503000,1609788503000,1609788503000.0,1609788503000,1609788503000.0,1609702103000.0
1609789756000,1609789756000,1609789756000.0,1609789756000,1609789756000.0,1609703356000.0
1609789715000,1609789715000,1609789716000.0,1609789716000,1609789716000.0,1609789715000.0
1609789680000,1609789680000,1609789681000.0,1609789681000,1609789681000.0,1608508800000.0
1609789680000,1609789680000,1609789681000.0,1609789681000,1609789681000.0,1608508800000.0
1609789680000,1609789680000,1609789681000.0,1609789681000,1609789681000.0,1608508800000.0
1609789680000,1609789680000,1609789681000.0,1609789681000,1609789681000.0,1608508800000.0
1609789680000,1609789680000,1609789681000.0,1609789681000,1609789681000.0,1608508800000.0
1609789732000,1609789732000,1609789732000.0,1609789732000,1609789732000.0,1609703332000.0
1609788557000,1609788557000,1609788557000.0,1609788557000,1609788557000.0,1609702157000.0
1609788116000,1609788116000,1609788116000.0,1609788116000,1609788116000.0,1609788116000.0
1609788875000,1609788875000,1609788876000.0,1609788876000,1609788876000.0,1609702475000.0
1609777517000,1609777517000,1609777517000.0,1609777517000,1609777517000.0,1609718400000.0
1609879107000,1609879107000,1609879108000.0,1609879113000,1609879108000.0,1609804800000.0
1609879104000,1609879104000,1609879104000.0,1609879109000,1609879104000.0,1609804800000.0
1609868490000,1609868490000,,1609868492000,,1599955200000.0
1609868490000,1609868490000,,1609868492000,,1599955200000.0
1609855966000,1609855966000,1609855967000.0,1609855967000,1609855967000.0,1608732766000.0
1609879180000,1609879180000,1609879181000.0,1609879186000,1609879181000.0,1609792780000.0
1609879101000,1609879101000,1609879102000.0,1609879107000,1609879102000.0,1609804800000.0
1609855924000,1609855924000,1609855924000.0,1609855924000,1609855924000.0,1609769524000.0
1609855987000,1609855987000,1609855988000.0,1609855988000,1609855988000.0,1609855987000.0
1609879098000,1609879098000,1609879099000.0,1609879103000,1609879099000.0,1609804800000.0
1609855913000,1609855913000,1609855914000.0,1609855914000,1609855914000.0,1609394400000.0
1609855913000,1609855913000,1609855914000.0,1609855914000,1609855914000.0,1609394400000.0
1609855913000,1609855913000,1609855914000.0,1609855914000,1609855914000.0,1609394400000.0
1609855913000,1609855913000,1609855914000.0,1609855914000,1609855914000.0,1609394400000.0
1609855913000,1609855913000,1609855914000.0,1609855914000,1609855914000.0,1609394400000.0
1609855921000,1609855921000,1609855921000.0,1609855921000,1609855921000.0,1609567200000.0
1609855921000,1609855921000,1609855921000.0,1609855921000,1609855921000.0,1609567200000.0
1609855921000,1609855921000,1609855921000.0,1609855921000,1609855921000.0,1609567200000.0
1609855921000,1609855921000,1609855921000.0,1609855921000,1609855921000.0,1609567200000.0
1609855921000,1609855921000,1609855921000.0,1609855921000,1609855921000.0,1609567200000.0
1609856386000,1609856386000,,1609856386000,,
1609879125000,1609879125000,1609879131000.0,1609879131000,1609879126000.0,1609792725000.0
1609879125000,1609879125000,1609879131000.0,1609879131000,1609879126000.0,1609792725000.0
1609879107000,1609879107000,1609879107000.0,1609879112000,1609879107000.0,1609804800000.0
1609855956000,1609855956000,1609855957000.0,1609855957000,1609855957000.0,1609855956000.0
1609879145000,1609879145000,,1609879147000,1609879146000.0,1609792744000.0
1609879145000,1609879145000,,1609879147000,1609879146000.0,1609792744000.0
1609879145000,1609879145000,,1609879147000,1609879146000.0,1609792744000.0
1609879145000,1609879145000,,1609879147000,1609879146000.0,1609792744000.0
1609879145000,1609879145000,,1609879147000,1609879146000.0,1609792744000.0
1609855990000,1609855990000,1609855991000.0,1609855991000,1609855991000.0,1609394400000.0
1609855990000,1609855990000,1609855991000.0,1609855991000,1609855991000.0,1609394400000.0
1609855990000,1609855990000,1609855991000.0,1609855991000,1609855991000.0,1609394400000.0
1609855990000,1609855990000,1609855991000.0,1609855991000,1609855991000.0,1609394400000.0
1609855990000,1609855990000,1609855991000.0,1609855991000,1609855991000.0,1609394400000.0
1609855951000,1609855951000,1609855952000.0,1609855952000,1609855952000.0,1609769551000.0
1604693303000,1604693303000,1609880020000.0,1609880020000,1609880020000.0,1604606903000.0
1604693303000,1604693303000,1609880020000.0,1609880020000,1609880020000.0,1604606903000.0
1604693303000,1604693303000,1609880020000.0,1609880020000,1609880020000.0,1604606903000.0
1604693303000,1604693303000,1609880020000.0,1609880020000,1609880020000.0,1604606903000.0
1604693303000,1604693303000,1609880020000.0,1609880020000,1609880020000.0,1604606903000.0
1604693303000,1604693303000,1609880020000.0,1609880020000,1609880020000.0,1604606903000.0
1604693303000,1604693303000,1609880020000.0,1609880020000,1609880020000.0,1604606903000.0
1604693303000,1604693303000,1609880020000.0,1609880020000,1609880020000.0,1604606903000.0
1604693303000,1604693303000,1609880020000.0,1609880020000,1609880020000.0,1604606903000.0
1604693303000,1604693303000,1609880020000.0,1609880020000,1609880020000.0,1604606903000.0
1604693303000,1604693303000,1609880020000.0,1609880020000,1609880020000.0,1604606903000.0
1609879141000,1609879141000,,1609879142000,1609879142000.0,1609792741000.0
1609879141000,1609879141000,,1609879142000,1609879142000.0,1609792741000.0
1609879141000,1609879141000,,1609879142000,1609879142000.0,1609792741000.0
1609879141000,1609879141000,,1609879142000,1609879142000.0,1609792741000.0
1609879141000,1609879141000,,1609879142000,1609879142000.0,1609792741000.0
1609879141000,1609879141000,,1609879142000,1609879142000.0,1609792741000.0
1609879141000,1609879141000,,1609879142000,1609879142000.0,1609792741000.0
1609879141000,1609879141000,,1609879142000,1609879142000.0,1609792741000.0
1609879141000,1609879141000,,1609879142000,1609879142000.0,1609792741000.0
1609879141000,1609879141000,,1609879142000,1609879142000.0,1609792741000.0
1609879141000,1609879141000,,1609879142000,1609879142000.0,1609792741000.0
1609855972000,1609855972000,1609855973000.0,1609855973000,1609855973000.0,1609769572000.0
1609879100000,1609879100000,,1609879100000,,
1609879100000,1609879100000,,1609879100000,,
1609855952000,1609855952000,1609855952000.0,1609855952000,1609855952000.0,1609855952000.0
1609855922000,1609855922000,1609855923000.0,1609855923000,1609855923000.0,1608876000000.0
1609855922000,1609855922000,1609855923000.0,1609855923000,1609855923000.0,1608876000000.0
1609855922000,1609855922000,1609855923000.0,1609855923000,1609855923000.0,1608876000000.0
1609855922000,1609855922000,1609855923000.0,1609855923000,1609855923000.0,1608876000000.0
1609855922000,1609855922000,1609855923000.0,1609855923000,1609855923000.0,1608876000000.0
1609855917000,1609855917000,1609855917000.0,1609855917000,1609855917000.0,1609769517000.0
1609879140000,1609879140000,1609879140000.0,1609879140000,1609879140000.0,1612557540000.0
1609879103000,1609879103000,1609879104000.0,1609879108000,1609879104000.0,1609804800000.0
1609879118000,1609879118000,1609879124000.0,1609879124000,1609879118000.0,1609792718000.0
1609879118000,1609879118000,1609879124000.0,1609879124000,1609879118000.0,1609792718000.0
1609855932000,1609855932000,1609855933000.0,1609855933000,1609855933000.0,1609769532000.0
1609855932000,1609855932000,1609855933000.0,1609855933000,1609855933000.0,1609769532000.0
1609855932000,1609855932000,1609855933000.0,1609855933000,1609855933000.0,1609769532000.0
1609855932000,1609855932000,1609855933000.0,1609855933000,1609855933000.0,1609769532000.0
1609869326000,1609869326000,1609869329000.0,1609869329000,1609869329000.0,1609286400000.0
1609869326000,1609869326000,1609869329000.0,1609869329000,1609869329000.0,1609286400000.0
1609945562000,1609945562000,1609945563000.0,1609945563000,1609945563000.0,1608563162000.0
1609945556000,1609945556000,1609945557000.0,1609945557000,1609945557000.0,1609945556000.0
1609945556000,1609945556000,1609945557000.0,1609945557000,1609945557000.0,1609945556000.0
1609945556000,1609945556000,1609945557000.0,1609945557000,1609945557000.0,1609945556000.0
1609945556000,1609945556000,1609945557000.0,1609945557000,1609945557000.0,1609945556000.0
1609945556000,1609945556000,1609945557000.0,1609945557000,1609945557000.0,1609945556000.0
1609945504000,1609945504000,1609945505000.0,1609945505000,1609945505000.0,1609859104000.0
1609952440000,1609952440000,,1609952440000,,
1609945570000,1609945570000,1609945571000.0,1609945571000,1609945571000.0,1609859170000.0
1609945569000,1609945569000,1609945569000.0,1609945569000,1609945569000.0,1608962400000.0
1609945569000,1609945569000,1609945569000.0,1609945569000,1609945569000.0,1608962400000.0
1609945569000,1609945569000,1609945569000.0,1609945569000,1609945569000.0,1608962400000.0
1609945569000,1609945569000,1609945569000.0,1609945569000,1609945569000.0,1608962400000.0
1609945569000,1609945569000,1609945569000.0,1609945569000,1609945569000.0,1608962400000.0
1609945597000,1609945597000,1609945598000.0,1609945598000,1609945598000.0,1609859197000.0
1609945597000,1609945597000,1609945598000.0,1609945598000,1609945598000.0,1609859197000.0
1609945597000,1609945597000,1609945598000.0,1609945598000,1609945598000.0,1609859197000.0
1609945597000,1609945597000,1609945598000.0,1609945598000,1609945598000.0,1609859197000.0
1609945597000,1609945597000,1609945598000.0,1609945598000,1609945598000.0,1609859197000.0
1609945597000,1609945597000,1609945598000.0,1609945598000,1609945598000.0,1609859197000.0
1609945597000,1609945597000,1609945598000.0,1609945598000,1609945598000.0,1609859197000.0
1609945597000,1609945597000,1609945598000.0,1609945598000,1609945598000.0,1609859197000.0
1609945597000,1609945597000,1609945598000.0,1609945598000,1609945598000.0,1609859197000.0
1609945560000,1609945560000,1609945560000.0,1609945560000,1609945560000.0,1609653600000.0
1609945560000,1609945560000,1609945560000.0,1609945560000,1609945560000.0,1609653600000.0
1609945560000,1609945560000,1609945560000.0,1609945560000,1609945560000.0,1609653600000.0
1609945560000,1609945560000,1609945560000.0,1609945560000,1609945560000.0,1609653600000.0
1609945560000,1609945560000,1609945560000.0,1609945560000,1609945560000.0,1609653600000.0
1609945501000,1609945501000,1609945502000.0,1609945502000,1609945502000.0,1609859101000.0
1609945586000,1609945586000,1609945587000.0,1609945587000,1609945587000.0,1609859186000.0
1609945586000,1609945586000,1609945587000.0,1609945587000,1609945587000.0,1609859186000.0
1609945586000,1609945586000,1609945587000.0,1609945587000,1609945587000.0,1609859186000.0
1609945586000,1609945586000,1609945587000.0,1609945587000,1609945587000.0,1609859186000.0
1609945564000,1609945564000,1609945564000.0,1609945564000,1609945564000.0,1609859164000.0
1609945565000,1609945565000,1609945566000.0,1609945566000,1609945566000.0,1609653600000.0
1609945565000,1609945565000,1609945566000.0,1609945566000,1609945566000.0,1609653600000.0
1609945565000,1609945565000,1609945566000.0,1609945566000,1609945566000.0,1609653600000.0
1609945565000,1609945565000,1609945566000.0,1609945566000,1609945566000.0,1609653600000.0
1609945565000,1609945565000,1609945566000.0,1609945566000,1609945566000.0,1609653600000.0
1609945507000,1609945507000,1609945508000.0,1609945508000,1609945508000.0,1609859107000.0
1609945612000,1609945612000,1609945613000.0,1609945613000,1609945613000.0,1609859212000.0
1609945594000,1609945594000,1609945594000.0,1609945594000,1609945594000.0,1609859194000.0
1609945560000,1609945560000,1609945561000.0,1609945561000,1609945561000.0,1609480800000.0
1609945560000,1609945560000,1609945561000.0,1609945561000,1609945561000.0,1609480800000.0
1609945560000,1609945560000,1609945561000.0,1609945561000,1609945561000.0,1609480800000.0
1609945560000,1609945560000,1609945561000.0,1609945561000,1609945561000.0,1609480800000.0
1609945560000,1609945560000,1609945561000.0,1609945561000,1609945561000.0,1609480800000.0
1609945588000,1609945588000,1609945589000.0,1609945589000,1609945589000.0,1608595200000.0
1609945588000,1609945588000,1609945589000.0,1609945589000,1609945589000.0,1608595200000.0
1609945588000,1609945588000,1609945589000.0,1609945589000,1609945589000.0,1608595200000.0
1609945588000,1609945588000,1609945589000.0,1609945589000,1609945589000.0,1608595200000.0
1609945588000,1609945588000,1609945589000.0,1609945589000,1609945589000.0,1608595200000.0
1609945588000,1609945588000,1609945589000.0,1609945589000,1609945589000.0,1608595200000.0
1609945588000,1609945588000,1609945589000.0,1609945589000,1609945589000.0,1608595200000.0
1609945588000,1609945588000,1609945589000.0,1609945589000,1609945589000.0,1608595200000.0
1609945588000,1609945588000,1609945589000.0,1609945589000,1609945589000.0,1608595200000.0
1609945588000,1609945588000,1609945589000.0,1609945589000,1609945589000.0,1608595200000.0
1609945606000,1609945606000,1609945606000.0,1609945606000,1609945606000.0,1609859206000.0
1609963747000,1609963747000,1609963782000.0,1609963785000,1609963782000.0,1609891200000.0
1609963747000,1609963747000,1609963782000.0,1609963785000,1609963782000.0,1609891200000.0
1609963747000,1609963747000,1609963782000.0,1609963785000,1609963782000.0,1609891200000.0
1609963747000,1609963747000,1609963782000.0,1609963785000,1609963782000.0,1609891200000.0
1609963747000,1609963747000,1609963782000.0,1609963785000,1609963782000.0,1609891200000.0
1609963747000,1609963747000,1609963782000.0,1609963785000,1609963782000.0,1609891200000.0
1609945606000,1609945606000,1609945607000.0,1609945607000,1609945607000.0,1609945606000.0
1609945567000,1609945567000,1609945568000.0,1609945568000,1609945568000.0,1609653600000.0
1609945567000,1609945567000,1609945568000.0,1609945568000,1609945568000.0,1609653600000.0
1609945567000,1609945567000,1609945568000.0,1609945568000,1609945568000.0,1609653600000.0
1609945567000,1609945567000,1609945568000.0,1609945568000,1609945568000.0,1609653600000.0
1609945567000,1609945567000,1609945568000.0,1609945568000,1609945568000.0,1609653600000.0
1609945497000,1609945497000,1609945498000.0,1609945498000,1609945498000.0,1608822297000.0
1609945552000,1609945552000,1609945553000.0,1609945553000,1609945553000.0,1609945552000.0
1609945558000,1609945558000,1609945558000.0,1609945558000,1609945558000.0,1609859158000.0
1609945492000,1609945492000,1609945496000.0,1609945496000,1609945496000.0,1608822292000.0
1609945603000,1609945603000,1609945603000.0,1609945603000,1609945603000.0,1609945603000.0
1609945505000,1609945505000,1609945506000.0,1609945506000,1609945506000.0,1609859105000.0
1609945500000,1609945500000,1609945500000.0,1609945500000,1609945500000.0,1609859100000.0
1609945547000,1609945547000,1609945548000.0,1609945548000,1609945548000.0,1609480800000.0
1609945547000,1609945547000,1609945548000.0,1609945548000,1609945548000.0,1609480800000.0
1609945547000,1609945547000,1609945548000.0,1609945548000,1609945548000.0,1609480800000.0
1609945547000,1609945547000,1609945548000.0,1609945548000,1609945548000.0,1609480800000.0
1609945547000,1609945547000,1609945548000.0,1609945548000,1609945548000.0,1609480800000.0
1609945611000,1609945611000,1609945611000.0,1609945611000,1609945611000.0,1609945611000.0
1610038245000,1610038245000,1610038245000.0,1610038250000,1610038245000.0,1609977600000.0
1609866511000,1609866511000,1610039315000.0,1610060917000,1610039315000.0,1609848000000.0
1610032785000,1610032785000,1610032785000.0,1610032790000,1610032785000.0,1609977600000.0
1610052640000,1610052640000,1610052640000.0,1610052640000,,1609977600000.0
1610052640000,1610052640000,1610052640000.0,1610052640000,,1609977600000.0
1610043345000,1610043345000,1610043347000.0,1610043347000,1610043347000.0,1609956945000.0
1610038235000,1610038235000,1610038235000.0,1610038235000,1610038235000.0,1609372800000.0
1609866548000,1609866548000,1610039351000.0,1610060953000,1610039351000.0,1609848000000.0
1609909602000,1609909602000,1610017604000.0,1610039206000,1610017604000.0,1609823202000.0
1610038251000,1610038251000,1610038252000.0,1610038256000,1610038252000.0,1609977600000.0
1609974591000,1609974591000,,1610039393000,,1609888191000.0
1610043311000,1610043311000,1610043313000.0,1610043313000,1610043313000.0,1609956911000.0
1610043311000,1610043311000,1610043313000.0,1610043313000,1610043313000.0,1609956911000.0
1610043311000,1610043311000,1610043313000.0,1610043313000,1610043313000.0,1609956911000.0
